"Name"."Localized_name"."Description"."Color"."Mode_color"."Color_policy"."Physical_pen_number"."Virtual_pen_number"."Screen"."Linepattern_size"."Linetype"."Adaptive_linetype"."Lineweight"."Fill_style"."End_style"."Join_style"
"Color_099","Color_99","Description_99","Color 7","0,0,0","none","99","99","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_100","Color_100","Description_100","Color 7","0,0,0","none","100","100","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_101","Color_101","Description_101","Color 7","0,0,0","none","101","101","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_102","Color_102","Description_102","Color 7","0,0,0","none","102","102","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_103","Color_103","Description_103","Color 7","0,0,0","none","103","103","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_104","Color_104","Description_104","Color 7","0,0,0","none","104","104","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_105","Color_105","Description_105","Color 7","0,0,0","none","105","105","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_106","Color_106","Description_106","Color 7","0,0,0","none","106","106","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_107","Color_107","Description_107","Color 7","0,0,0","none","107","107","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_108","Color_108","Description_108","Color 7","0,0,0","none","108","108","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_109","Color_109","Description_109","Color 7","0,0,0","none","109","109","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_110","Color_110","Description_110","Color 7","0,0,0","none","110","110","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_111","Color_111","Description_111","Color 7","0,0,0","none","111","111","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_112","Color_112","Description_112","Color 7","0,0,0","none","112","112","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_113","Color_113","Description_113","Color 7","0,0,0","none","113","113","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_114","Color_114","Description_114","Color 7","0,0,0","none","114","114","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_115","Color_115","Description_115","Color 7","0,0,0","none","115","115","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_116","Color_116","Description_116","Color 7","0,0,0","none","116","116","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_117","Color_117","Description_117","Color 7","0,0,0","none","117","117","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_118","Color_118","Description_118","Color 7","0,0,0","none","118","118","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_119","Color_119","Description_119","Color 7","0,0,0","none","119","119","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_120","Color_120","Description_120","Color 7","0,0,0","none","120","120","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_121","Color_121","Description_121","Color 7","0,0,0","none","121","121","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_122","Color_122","Description_122","Color 7","0,0,0","none","122","122","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_123","Color_123","Description_123","Color 7","0,0,0","none","123","123","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_124","Color_124","Description_124","Color 7","0,0,0","none","124","124","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_125","Color_125","Description_125","Color 7","0,0,0","none","125","125","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_126","Color_126","Description_126","Color 7","0,0,0","none","126","126","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_127","Color_127","Description_127","Color 7","0,0,0","none","127","127","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_128","Color_128","Description_128","Color 7","0,0,0","none","128","128","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_129","Color_129","Description_129","Color 7","0,0,0","none","129","129","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_130","Color_130","Description_130","Color 7","0,0,0","none","130","130","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_131","Color_131","Description_131","Color 7","0,0,0","none","131","131","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_132","Color_132","Description_132","Color 7","0,0,0","none","132","132","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_133","Color_133","Description_133","Color 7","0,0,0","none","133","133","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_134","Color_134","Description_134","Color 7","0,0,0","none","134","134","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_135","Color_135","Description_135","Color 7","0,0,0","none","135","135","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_136","Color_136","Description_136","Color 7","0,0,0","none","136","136","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_137","Color_137","Description_137","Color 7","0,0,0","none","137","137","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_138","Color_138","Description_138","Color 7","0,0,0","none","138","138","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_139","Color_139","Description_139","Color 7","0,0,0","none","139","139","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_140","Color_140","Description_140","Color 7","0,0,0","none","140","140","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_141","Color_141","Description_141","Color 7","0,0,0","none","141","141","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_142","Color_142","Description_142","Color 7","0,0,0","none","142","142","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_143","Color_143","Description_143","Color 7","0,0,0","none","143","143","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_144","Color_144","Description_144","Color 7","0,0,0","none","144","144","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_145","Color_145","Description_145","Color 7","0,0,0","none","145","145","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_146","Color_146","Description_146","Color 7","0,0,0","none","146","146","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_147","Color_147","Description_147","Color 7","0,0,0","none","147","147","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_148","Color_148","Description_148","Color 7","0,0,0","none","148","148","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_149","Color_149","Description_149","Color 7","0,0,0","none","149","149","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_150","Color_150","Description_150","Color 7","0,0,0","none","150","150","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_151","Color_151","Description_151","Color 7","0,0,0","none","151","151","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_152","Color_152","Description_152","Color 7","0,0,0","none","152","152","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_153","Color_153","Description_153","Color 7","0,0,0","none","153","153","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_154","Color_154","Description_154","Color 7","0,0,0","none","154","154","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_155","Color_155","Description_155","Color 7","0,0,0","none","155","155","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_156","Color_156","Description_156","Color 7","0,0,0","none","156","156","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_157","Color_157","Description_157","Color 7","0,0,0","none","157","157","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_158","Color_158","Description_158","Color 7","0,0,0","none","158","158","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_159","Color_159","Description_159","Color 7","0,0,0","none","159","159","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_160","Color_160","Description_160","Color 7","0,0,0","none","160","160","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_161","Color_161","Description_161","Color 7","0,0,0","none","161","161","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_162","Color_162","Description_162","Color 7","0,0,0","none","162","162","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_163","Color_163","Description_163","Color 7","0,0,0","none","163","163","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_164","Color_164","Description_164","Color 7","0,0,0","none","164","164","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_165","Color_165","Description_165","Color 7","0,0,0","none","165","165","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_166","Color_166","Description_166","Color 7","0,0,0","none","166","166","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_167","Color_167","Description_167","Color 7","0,0,0","none","167","167","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_168","Color_168","Description_168","Color 7","0,0,0","none","168","168","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_169","Color_169","Description_169","Color 7","0,0,0","none","169","169","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_170","Color_170","Description_170","Color 5","0,0,255","none","30","170","100","0.5","(Object)","FALSE","0.0762","(Object)","(Object)","(Object)"
"Color_171","Color_171","Description_171","Color 7","0,0,0","none","171","171","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_172","Color_172","Description_172","Color 7","0,0,0","none","172","172","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_173","Color_173","Description_173","Color 7","0,0,0","none","173","173","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_174","Color_174","Description_174","Color 7","0,0,0","none","174","174","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_175","Color_175","Description_175","Color 7","0,0,0","none","175","175","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_176","Color_176","Description_176","Color 7","0,0,0","none","176","176","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_177","Color_177","Description_177","Color 7","0,0,0","none","177","177","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_178","Color_178","Description_178","Color 7","0,0,0","none","178","178","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_179","Color_179","Description_179","Color 7","0,0,0","none","179","179","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_180","Color_180","Description_180","Color 7","0,0,0","none","180","180","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_181","Color_181","Description_181","Color 7","0,0,0","none","181","181","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_182","Color_182","Description_182","Color 7","0,0,0","none","182","182","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_183","Color_183","Description_183","Color 7","0,0,0","none","183","183","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_184","Color_184","Description_184","Color 7","0,0,0","none","184","184","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_185","Color_185","Description_185","Color 7","0,0,0","none","185","185","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_186","Color_186","Description_186","Color 7","0,0,0","none","186","186","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_187","Color_187","Description_187","Color 7","0,0,0","none","187","187","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_188","Color_188","Description_188","Color 7","0,0,0","none","188","188","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_189","Color_189","Description_189","Color 7","0,0,0","none","189","189","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
"Color_190","Color_190","Description_190","Color 7","0,0,0","none","30","190","100","0.5","(Object)","FALSE","0.0762","(Object)","(Object)","(Object)"
"Color_191","Color_191","Description_191","Color 7","0,0,0","none","191","191","100","0.5","(Object)","FALSE","0.0381","(Object)","(Object)","(Object)"
